,Unnamed: 0,Gender,EthnicGroup,ParentEduc,LunchType,TestPrep,MathScore,ReadingScore,WritingScore
18445,577,male,group D,some college,standard,none,57,60,53
18446,578,female,group D,bachelor's degree,standard,none,73,83,85
18447,579,female,group D,some high school,standard,none,89,85,94
18448,580,female,group C,some college,standard,none,54,48,53
18449,581,male,group A,high school,standard,completed,94,91,89
18450,582,female,group B,some college,standard,none,52,66,63
18451,583,female,group D,some high school,standard,completed,67,71,77
18452,584,female,group C,associate's degree,standard,none,93,91,94
18453,585,female,group B,high school,standard,completed,83,100,100
18454,586,female,group A,some high school,free/reduced,none,35,47,45
18455,587,female,group B,some college,free/reduced,none,29,38,37
18456,588,female,group B,high school,standard,none,47,53,49
18457,589,male,group B,some high school,standard,none,83,74,69
18458,590,male,group B,some college,standard,none,53,56,53
18459,591,female,group A,master's degree,standard,none,67,62,68
18460,592,male,group D,some college,free/reduced,none,57,55,50
18461,593,female,group D,associate's degree,standard,none,58,73,72
18462,594,male,group E,some college,free/reduced,none,62,62,58
18463,595,female,group D,associate's degree,free/reduced,none,65,75,74
18464,596,female,group B,some high school,free/reduced,completed,53,72,73
18465,597,male,group A,some college,standard,none,61,61,61
18466,598,female,group A,high school,standard,none,46,58,55
18467,599,female,group D,some high school,free/reduced,completed,28,43,38
18468,600,male,group C,some college,standard,none,61,50,51
18469,602,male,group E,high school,free/reduced,none,77,78,66
18470,603,male,group D,bachelor's degree,free/reduced,none,62,61,64
18471,604,female,group D,associate's degree,standard,none,52,63,60
18472,605,female,group C,high school,standard,none,68,74,74
18473,606,female,group E,some high school,free/reduced,completed,78,83,78
18474,607,male,group D,some college,free/reduced,none,61,73,69
18475,608,female,group C,some college,free/reduced,completed,68,86,84
18476,609,male,group C,some college,standard,completed,86,86,92
18477,610,female,group C,bachelor's degree,standard,completed,94,100,100
18478,611,male,group D,high school,standard,completed,74,72,72
18479,612,male,group C,bachelor's degree,standard,completed,80,84,88
18480,613,female,group A,associate's degree,free/reduced,none,28,38,40
18481,614,female,group C,some college,standard,none,64,83,80
18482,615,male,group C,associate's degree,free/reduced,none,77,68,68
18483,616,male,group C,high school,standard,none,61,55,52
18484,617,female,group C,some high school,standard,none,69,78,76
18485,618,female,group A,associate's degree,free/reduced,none,50,58,57
18486,619,male,group C,bachelor's degree,standard,none,55,49,52
18487,621,female,group D,some high school,free/reduced,completed,55,67,65
18488,622,female,group C,some high school,standard,none,90,93,79
18489,623,male,group C,some high school,standard,none,71,73,64
18490,624,female,group C,some college,free/reduced,completed,42,57,56
18491,625,male,group C,high school,standard,none,64,64,55
18492,626,female,group B,some college,standard,none,59,67,64
18493,627,female,group A,bachelor's degree,standard,none,57,57,66
18494,628,female,group D,some college,standard,none,81,94,91
18495,629,male,group D,associate's degree,standard,completed,87,80,83
18496,630,male,group C,some college,standard,none,62,63,61
18497,631,male,group D,some college,free/reduced,none,56,57,56
18498,632,male,group C,associate's degree,standard,completed,66,60,52
18499,633,male,group C,associate's degree,standard,completed,62,60,56
18500,634,male,group C,associate's degree,free/reduced,none,71,55,56
18501,635,female,group D,some college,free/reduced,completed,82,90,94
18502,636,male,group B,some high school,standard,none,67,61,56
18503,637,male,group B,some college,free/reduced,none,52,56,49
18504,638,female,group C,bachelor's degree,free/reduced,none,58,63,67
18505,639,male,group E,some college,standard,none,74,66,70
18506,640,male,group B,high school,standard,none,44,48,38
18507,641,male,group E,some high school,standard,none,73,74,59
18508,642,female,group B,some college,standard,none,72,79,76
18509,643,female,group D,associate's degree,standard,none,90,86,96
18510,644,female,group E,some high school,standard,none,62,62,53
18511,645,male,group A,associate's degree,standard,completed,79,74,76
18512,646,female,group A,some high school,standard,completed,77,87,89
18513,647,female,group C,some high school,standard,none,61,64,67
18514,648,female,group B,some college,standard,none,59,69,73
18515,649,female,group C,bachelor's degree,standard,none,66,82,81
18516,650,male,group C,high school,free/reduced,completed,79,76,76
18517,651,female,group C,some college,standard,none,74,88,83
18518,652,female,group C,some college,free/reduced,completed,49,76,74
18519,653,male,group D,high school,standard,none,77,69,71
18520,654,male,group B,bachelor's degree,standard,none,22,23,19
18521,655,male,group D,some high school,standard,none,84,76,79
18522,656,female,group D,some high school,standard,none,75,83,84
18523,657,female,group D,high school,standard,none,76,80,83
18524,658,male,group B,associate's degree,standard,completed,100,97,95
18525,659,male,group D,some college,standard,completed,85,80,85
18526,660,male,group D,associate's degree,standard,completed,97,96,96
18527,661,female,group C,bachelor's degree,standard,none,69,76,75
18528,663,male,group C,some college,free/reduced,none,54,57,49
18529,664,male,group C,master's degree,standard,completed,62,54,52
18530,665,male,group B,high school,free/reduced,none,49,50,46
18531,666,male,group E,associate's degree,standard,none,100,92,90
18532,667,male,group B,associate's degree,free/reduced,completed,60,55,58
18533,668,female,group D,some college,standard,completed,74,91,99
18534,669,female,group C,some high school,free/reduced,none,69,90,84
18535,670,female,group C,associate's degree,free/reduced,completed,55,74,78
18536,671,male,group C,associate's degree,free/reduced,none,71,82,78
18537,672,female,group E,high school,standard,none,74,78,68
18538,673,female,group D,some college,free/reduced,completed,80,95,99
18539,674,male,group D,bachelor's degree,free/reduced,none,64,68,67
18540,675,female,group A,associate's degree,standard,none,73,85,83
18541,676,male,group A,some college,standard,completed,83,77,80
18542,677,female,group C,bachelor's degree,standard,none,82,88,89
18543,678,female,group A,associate's degree,free/reduced,completed,82,93,93
18544,679,male,group A,high school,standard,none,59,58,57
18545,680,male,group D,bachelor's degree,free/reduced,none,43,44,42
18546,681,male,group C,some high school,standard,completed,68,59,63
18547,682,male,group B,some college,free/reduced,none,58,59,50
18548,683,female,group D,some high school,standard,none,75,83,76
18549,684,female,group C,associate's degree,standard,completed,86,92,94
18550,685,male,group E,some college,free/reduced,none,93,92,80
18551,686,female,group D,some college,standard,none,65,79,72
18552,687,female,group D,high school,standard,none,75,73,79
18553,688,female,group D,associate's degree,standard,none,71,78,88
18554,689,female,group B,some high school,free/reduced,completed,36,40,44
18555,690,female,group A,some college,standard,none,51,60,56
18556,691,male,group D,high school,standard,none,68,63,62
18557,692,female,group D,some college,standard,none,98,91,95
18558,693,male,group C,some college,free/reduced,none,67,53,49
18559,694,female,group E,bachelor's degree,free/reduced,none,61,63,68
18560,695,female,group D,associate's degree,standard,none,69,75,75
18561,696,male,group D,some college,standard,none,68,65,62
18562,697,male,group A,some college,free/reduced,completed,70,71,73
18563,698,female,group B,master's degree,standard,none,78,68,81
18564,699,male,group C,some college,standard,none,47,45,41
18565,700,male,group C,bachelor's degree,standard,none,72,60,61
18566,701,female,group D,associate's degree,standard,none,75,85,84
18567,702,female,group B,some college,standard,none,77,80,74
18568,703,male,group C,high school,standard,completed,58,55,59
18569,704,female,group D,high school,free/reduced,none,68,71,73
18570,705,female,group E,some college,standard,none,52,51,57
18571,706,female,group A,some high school,free/reduced,completed,60,75,72
18572,707,male,group D,associate's degree,free/reduced,completed,38,42,44
18573,708,female,group A,high school,standard,completed,77,87,90
18574,709,male,group D,some college,free/reduced,none,55,48,52
18575,710,female,group D,some high school,standard,completed,72,83,88
18576,711,male,group C,some high school,free/reduced,none,50,48,47
18577,712,female,group C,high school,standard,none,64,70,75
18578,713,female,group B,some college,standard,completed,79,85,88
18579,714,male,group E,some college,free/reduced,completed,74,66,68
18580,715,female,group D,associate's degree,standard,none,83,85,89
18581,716,female,group C,high school,standard,none,85,92,93
18582,717,male,group D,associate's degree,standard,completed,59,52,56
18583,718,female,group C,some college,free/reduced,none,50,57,52
18584,719,female,group B,some college,free/reduced,completed,50,73,68
18585,720,male,group D,some college,standard,none,61,70,68
18586,721,female,group E,some high school,free/reduced,none,64,70,70
18587,722,female,group E,high school,standard,none,85,87,85
18588,723,female,group A,master's degree,standard,none,77,86,87
18589,724,female,group C,some high school,standard,completed,78,88,92
18590,725,female,group C,associate's degree,standard,none,81,93,85
18591,726,female,group B,some college,free/reduced,none,43,55,52
18592,727,male,group E,master's degree,standard,none,87,79,72
18593,728,male,group B,high school,standard,completed,59,48,57
18594,729,male,group A,some college,standard,none,68,67,67
18595,730,male,group C,master's degree,free/reduced,none,55,58,51
18596,731,female,group A,high school,free/reduced,completed,40,49,55
18597,732,female,group C,high school,standard,none,73,69,72
18598,733,male,group C,master's degree,free/reduced,none,67,72,72
18599,734,male,group B,master's degree,free/reduced,none,57,56,52
18600,736,male,group D,bachelor's degree,free/reduced,completed,76,80,78
18601,737,female,group C,high school,standard,completed,75,91,85
